village,district,state
Alam Guchoo,Badgam,JAMMU & KASHMIR
Khansahib,Badgam,JAMMU & KASHMIR
Hokalatri,Badgam,JAMMU & KASHMIR
Chak Hokalatri,Badgam,JAMMU & KASHMIR
Kule Hama,Badgam,JAMMU & KASHMIR
Chana Now Pora,Badgam,JAMMU & KASHMIR
Chak Chan Nowpora,Badgam,JAMMU & KASHMIR
Gam Galla ,Badgam,JAMMU & KASHMIR
Gund Dervesh Harawanian,Badgam,JAMMU & KASHMIR
Gund Panah,Badgam,JAMMU & KASHMIR
Krale New,Badgam,JAMMU & KASHMIR
Rakh Wacho,Badgam,JAMMU & KASHMIR
Para Pora Saifulla,Badgam,JAMMU & KASHMIR
Chertu,Badgam,JAMMU & KASHMIR
Wachoo,Badgam,JAMMU & KASHMIR
Rawal Pora Beerua,Badgam,JAMMU & KASHMIR
Nande Pora,Badgam,JAMMU & KASHMIR
Warahgam,Badgam,JAMMU & KASHMIR
Qumroo,Badgam,JAMMU & KASHMIR
Bras,Badgam,JAMMU & KASHMIR
Chil,Badgam,JAMMU & KASHMIR
Hardu Panjoo,Badgam,JAMMU & KASHMIR
Gund Shoga Taploo,Badgam,JAMMU & KASHMIR
Khosa Pora,Badgam,JAMMU & KASHMIR
Danger Pora,Badgam,JAMMU & KASHMIR
Machi Pora,Badgam,JAMMU & KASHMIR
Khod Rawat Pora,Badgam,JAMMU & KASHMIR
Zim Pora,Badgam,JAMMU & KASHMIR
Gutli Pora,Badgam,JAMMU & KASHMIR
Rehkhayi,Badgam,JAMMU & KASHMIR
Jagu Kharen,Badgam,JAMMU & KASHMIR
Arizal,Badgam,JAMMU & KASHMIR
Ring Zabal,Badgam,JAMMU & KASHMIR
Nambalhar,Badgam,JAMMU & KASHMIR
Harnow,Badgam,JAMMU & KASHMIR
Wager,Badgam,JAMMU & KASHMIR
Kula Bug,Badgam,JAMMU & KASHMIR
Gund Arjan,Badgam,JAMMU & KASHMIR
Brel,Badgam,JAMMU & KASHMIR
Gund Ali Naik,Badgam,JAMMU & KASHMIR
Watra Hail,Badgam,JAMMU & KASHMIR
Hardu Wail,Badgam,JAMMU & KASHMIR
Fala Chala,Badgam,JAMMU & KASHMIR
Baba Pora,Badgam,JAMMU & KASHMIR
Parnewa Jagir,Badgam,JAMMU & KASHMIR
Kramsher,Badgam,JAMMU & KASHMIR
Bander Pora,Badgam,JAMMU & KASHMIR
Dregam Khasi Pora,Badgam,JAMMU & KASHMIR
Bugru,Badgam,JAMMU & KASHMIR
Bagh Baqaya,Badgam,JAMMU & KASHMIR
Yaga Bug,Badgam,JAMMU & KASHMIR
Shamas Abad (Later Chadura),Badgam,JAMMU & KASHMIR
Nunar,Badgam,JAMMU & KASHMIR
Nuch Gam,Badgam,JAMMU & KASHMIR
Shuru Jagir,Badgam,JAMMU & KASHMIR
Howru,Badgam,JAMMU & KASHMIR
Brari Pora,Badgam,JAMMU & KASHMIR
Kalshi Pora,Badgam,JAMMU & KASHMIR
Yari Satru,Badgam,JAMMU & KASHMIR
Takia Farook Shah,Badgam,JAMMU & KASHMIR
Mula Naru,Badgam,JAMMU & KASHMIR
Kanora,Badgam,JAMMU & KASHMIR
Shekhawari Pora,Badgam,JAMMU & KASHMIR
Bata Pora,Badgam,JAMMU & KASHMIR
Tala Pora,Badgam,JAMMU & KASHMIR
Chak Shera,Badgam,JAMMU & KASHMIR
Bugchal,Badgam,JAMMU & KASHMIR
Kachi Porn,Badgam,JAMMU & KASHMIR
Goti Pora,Badgam,JAMMU & KASHMIR
Faja Pora (Duja Pora),Badgam,JAMMU & KASHMIR
Sahni Pora,Badgam,JAMMU & KASHMIR
Khuda Pora,Badgam,JAMMU & KASHMIR
Khari Pora,Badgam,JAMMU & KASHMIR
Dabi Pora (Dali Pora),Badgam,JAMMU & KASHMIR
Khai Pora,Badgam,JAMMU & KASHMIR
Bala Pora,Badgam,JAMMU & KASHMIR
Doru,Badgam,JAMMU & KASHMIR
Gurweth Khurd,Badgam,JAMMU & KASHMIR
Arigam,Badgam,JAMMU & KASHMIR
Lanura,Badgam,JAMMU & KASHMIR
Shala Nar,Badgam,JAMMU & KASHMIR
Frasta War,Badgam,JAMMU & KASHMIR
Madnoha Nohar,Badgam,JAMMU & KASHMIR
Nari Gund,Badgam,JAMMU & KASHMIR
Kech Razgir,Badgam,JAMMU & KASHMIR
Rakh Ketra Jagir,Badgam,JAMMU & KASHMIR
Raithan,Badgam,JAMMU & KASHMIR
Gurweth Kalan,Badgam,JAMMU & KASHMIR
Yari Khah,Badgam,JAMMU & KASHMIR
Khara Pora,Badgam,JAMMU & KASHMIR
Sozni Pora,Badgam,JAMMU & KASHMIR
Chak Qadus,Badgam,JAMMU & KASHMIR
Goja Thaji,Badgam,JAMMU & KASHMIR
Raiyar Beruwa,Badgam,JAMMU & KASHMIR
Raiyarich,Badgam,JAMMU & KASHMIR
Traja Khal,Badgam,JAMMU & KASHMIR
Krala Pathri,Badgam,JAMMU & KASHMIR
Lainilab,Badgam,JAMMU & KASHMIR
Utra Dalabal,Badgam,JAMMU & KASHMIR
Kachwari,Badgam,JAMMU & KASHMIR
Forest Block,Badgam,JAMMU & KASHMIR
Budgam,Badgam,JAMMU & KASHMIR
Rakh Arath,Badgam,JAMMU & KASHMIR
Soi Bug,Badgam,JAMMU & KASHMIR
Dehramana,Badgam,JAMMU & KASHMIR
Gota Pora,Badgam,JAMMU & KASHMIR
Arath,Badgam,JAMMU & KASHMIR
Wadwan  Jagir,Badgam,JAMMU & KASHMIR
Chewa,Badgam,JAMMU & KASHMIR
Chak Wazir Punu,Badgam,JAMMU & KASHMIR
Shopri Bagh,Badgam,JAMMU & KASHMIR
Wahab Pora,Badgam,JAMMU & KASHMIR
Nadigam,Badgam,JAMMU & KASHMIR
Soofi Pora,Badgam,JAMMU & KASHMIR
Chata Bug,Badgam,JAMMU & KASHMIR
Shah Pora,Badgam,JAMMU & KASHMIR
Garand Kalan,Badgam,JAMMU & KASHMIR
Alaw Pora,Badgam,JAMMU & KASHMIR
Kamaho Pora,Badgam,JAMMU & KASHMIR
Paimas,Badgam,JAMMU & KASHMIR
Wara Sangam,Badgam,JAMMU & KASHMIR
Hari Pora,Badgam,JAMMU & KASHMIR
Haker Mula,Badgam,JAMMU & KASHMIR
Gund Hanjik,Badgam,JAMMU & KASHMIR
Dandusa,Badgam,JAMMU & KASHMIR
Doru,Badgam,JAMMU & KASHMIR
Chak Kali Khan,Badgam,JAMMU & KASHMIR
Rakh Haker Mulla,Badgam,JAMMU & KASHMIR
Galwan Pora,Badgam,JAMMU & KASHMIR
Wara Pora,Badgam,JAMMU & KASHMIR
Teki Pora,Badgam,JAMMU & KASHMIR
Kadi Pora,Badgam,JAMMU & KASHMIR
Nasirullah Pora,Badgam,JAMMU & KASHMIR
Kakan Maran,Badgam,JAMMU & KASHMIR
Garand Khurd,Badgam,JAMMU & KASHMIR
Nadi Wan Pora,Badgam,JAMMU & KASHMIR
Suran Har,Badgam,JAMMU & KASHMIR
Bata Pora,Badgam,JAMMU & KASHMIR
Parisabad Pora,Badgam,JAMMU & KASHMIR
Sarat Pora,Badgam,JAMMU & KASHMIR
Chanda Pora,Badgam,JAMMU & KASHMIR
Labertal,Badgam,JAMMU & KASHMIR
Putli Bagh,Badgam,JAMMU & KASHMIR
Bata Bagh,Badgam,JAMMU & KASHMIR
Dadna,Badgam,JAMMU & KASHMIR
Watra Wani,Badgam,JAMMU & KASHMIR
Palar,Badgam,JAMMU & KASHMIR
Dof Pora,Badgam,JAMMU & KASHMIR
Bodan,Badgam,JAMMU & KASHMIR
Mira Gund,Badgam,JAMMU & KASHMIR
Reshi Pora,Badgam,JAMMU & KASHMIR
Chowderi Bagh,Badgam,JAMMU & KASHMIR
Sabdan,Badgam,JAMMU & KASHMIR
Nambal Narah Krah,Badgam,JAMMU & KASHMIR
Sheikh Pora,Badgam,JAMMU & KASHMIR
Gagoo(Ganguwa),Badgam,JAMMU & KASHMIR
Harji Gund,Badgam,JAMMU & KASHMIR
Zori Gund  ,Badgam,JAMMU & KASHMIR
Hooru,Badgam,JAMMU & KASHMIR
Thakar Pora Jagir,Badgam,JAMMU & KASHMIR
Dard Pora,Badgam,JAMMU & KASHMIR
Sarad ,Badgam,JAMMU & KASHMIR
Jahama,Badgam,JAMMU & KASHMIR
Mahwara ,Badgam,JAMMU & KASHMIR
Lakhri Pora,Badgam,JAMMU & KASHMIR
Dunsunar,Badgam,JAMMU & KASHMIR
Sholi Pora,Badgam,JAMMU & KASHMIR
Heudar,Badgam,JAMMU & KASHMIR
Patawaw,Badgam,JAMMU & KASHMIR
Mamat,Badgam,JAMMU & KASHMIR
Razwan Jagir,Badgam,JAMMU & KASHMIR
Nagrad Khah,Badgam,JAMMU & KASHMIR
Choon,Badgam,JAMMU & KASHMIR
Zori Bagh,Badgam,JAMMU & KASHMIR
Naru,Badgam,JAMMU & KASHMIR
Guda Sathu,Badgam,JAMMU & KASHMIR
Bagh Sahib Ram,Badgam,JAMMU & KASHMIR
Lal Gam,Badgam,JAMMU & KASHMIR
Lal Gund,Badgam,JAMMU & KASHMIR
Chitru Danger Pora,Badgam,JAMMU & KASHMIR
Muni Popy,Badgam,JAMMU & KASHMIR
Sunar Gund,Badgam,JAMMU & KASHMIR
Ich Kot,Badgam,JAMMU & KASHMIR
Kargam Palachithf,Badgam,JAMMU & KASHMIR
Retni Pora,Badgam,JAMMU & KASHMIR
Karhama,Badgam,JAMMU & KASHMIR
Handajin,Badgam,JAMMU & KASHMIR
Banday Bagh,Badgam,JAMMU & KASHMIR
Guzer Gund,Badgam,JAMMU & KASHMIR
Sundi Pora,Badgam,JAMMU & KASHMIR
Zazah Bug (Dalwan),Badgam,JAMMU & KASHMIR
Gojra Jagir,Badgam,JAMMU & KASHMIR
Jawal Pora,Badgam,JAMMU & KASHMIR
Odru,Badgam,JAMMU & KASHMIR
Chak Gojra,Badgam,JAMMU & KASHMIR
Shoga Pora,Badgam,JAMMU & KASHMIR
Tilan Pora,Badgam,JAMMU & KASHMIR
Hayat Pora,Badgam,JAMMU & KASHMIR
Kishtwar ( Katahwar),Badgam,JAMMU & KASHMIR
Ichgam (CT),Badgam,JAMMU & KASHMIR
Chadoora,Badgam,JAMMU & KASHMIR
Qasim Bagh (Rakh Suthoo),Badgam,JAMMU & KASHMIR
Gulab Pora (Sathoo Khatr Bagh),Badgam,JAMMU & KASHMIR
Bagati Kani Pora,Badgam,JAMMU & KASHMIR
Kani Pora Kali Dar,Badgam,JAMMU & KASHMIR
Check No.1 (Badri Nath),Badgam,JAMMU & KASHMIR
Check Fati Din,Badgam,JAMMU & KASHMIR
Kani Hama,Badgam,JAMMU & KASHMIR
Sumer Bogh,Badgam,JAMMU & KASHMIR
Shalina,Badgam,JAMMU & KASHMIR
Sear Bagh,Badgam,JAMMU & KASHMIR
Bagh Shokr Shah,Badgam,JAMMU & KASHMIR
Zooni Pora,Badgam,JAMMU & KASHMIR
Rakh Shalina,Badgam,JAMMU & KASHMIR
Tarazi Khud,Badgam,JAMMU & KASHMIR
Gangi Pora,Badgam,JAMMU & KASHMIR
Khuthi Pora,Badgam,JAMMU & KASHMIR
Check Pora Kalan,Badgam,JAMMU & KASHMIR
Gogi Bagh,Badgam,JAMMU & KASHMIR
Gulab Bagh (Zangi Bagh),Badgam,JAMMU & KASHMIR
Goniwar (Magen Wagi ),Badgam,JAMMU & KASHMIR
Wangi Pora,Badgam,JAMMU & KASHMIR
Shahzab Pora (Dangar Pora),Badgam,JAMMU & KASHMIR
Check No.2(Badri Nath),Badgam,JAMMU & KASHMIR
Malik Gund,Badgam,JAMMU & KASHMIR
Zalwah,Badgam,JAMMU & KASHMIR
Chatar Gam,Badgam,JAMMU & KASHMIR
Chinar Bagh (Puhroo),Badgam,JAMMU & KASHMIR
Gund Check Pora,Badgam,JAMMU & KASHMIR
Wagora,Badgam,JAMMU & KASHMIR
Gund Kozweara ,Badgam,JAMMU & KASHMIR
Suthoo Kalan,Badgam,JAMMU & KASHMIR
Khanda,Badgam,JAMMU & KASHMIR
Sonzi Pora ,Badgam,JAMMU & KASHMIR
Zooni Pora,Badgam,JAMMU & KASHMIR
Dooni Wari,Badgam,JAMMU & KASHMIR
Qaisarmulla,Badgam,JAMMU & KASHMIR
Bagh Buchroo,Badgam,JAMMU & KASHMIR
Ganji Bagh,Badgam,JAMMU & KASHMIR
Buchroo,Badgam,JAMMU & KASHMIR
Bogam Bat Pora,Badgam,JAMMU & KASHMIR
Now Bugh,Badgam,JAMMU & KASHMIR
Gawher Pora,Badgam,JAMMU & KASHMIR
Kozweara,Badgam,JAMMU & KASHMIR
Rangeen  (Kultreh),Badgam,JAMMU & KASHMIR
Behram Pora,Badgam,JAMMU & KASHMIR
Baghi Hyder (Check Sardar Desa Singh,Badgam,JAMMU & KASHMIR
Brari Gund,Badgam,JAMMU & KASHMIR
Wadi Pora,Badgam,JAMMU & KASHMIR
Auwan Pora,Badgam,JAMMU & KASHMIR
Dowlet Pora,Badgam,JAMMU & KASHMIR
Husi Pora,Badgam,JAMMU & KASHMIR
Namthal Pora(Roopore Numtihall),Badgam,JAMMU & KASHMIR
Porwar,Badgam,JAMMU & KASHMIR
Bul Bul Pora(Lang Panzun ),Badgam,JAMMU & KASHMIR
Sona Bugh( Chelyach),Badgam,JAMMU & KASHMIR
Gopal Saif,Badgam,JAMMU & KASHMIR
Kuther Gund,Badgam,JAMMU & KASHMIR
Gulnaz (Panzan),Badgam,JAMMU & KASHMIR
Qumer Pora (Marbal),Badgam,JAMMU & KASHMIR
Yar Kalan,Badgam,JAMMU & KASHMIR
Auli Pora ,Badgam,JAMMU & KASHMIR
Reshi Pora( Hamchi Pora),Badgam,JAMMU & KASHMIR
Check Dumjoo Ganjoo,Badgam,JAMMU & KASHMIR
Wanpora Nagam,Badgam,JAMMU & KASHMIR
Dharm Sala Singhan,Badgam,JAMMU & KASHMIR
Qazi Pora,Badgam,JAMMU & KASHMIR
Hayat Pora,Badgam,JAMMU & KASHMIR
Cheke Nasarabad (Check Chadura) ,Badgam,JAMMU & KASHMIR
Cheke Mahand Joo Dhar,Badgam,JAMMU & KASHMIR
Sogam,Badgam,JAMMU & KASHMIR
Wagam,Badgam,JAMMU & KASHMIR
Qanungo  Pora,Badgam,JAMMU & KASHMIR
Hushroo,Badgam,JAMMU & KASHMIR
Gul Moor (Kaner),Badgam,JAMMU & KASHMIR
Shum Nag,Badgam,JAMMU & KASHMIR
Hanjura,Badgam,JAMMU & KASHMIR
Patri Gam,Badgam,JAMMU & KASHMIR
Ranger,Badgam,JAMMU & KASHMIR
Zoohama,Badgam,JAMMU & KASHMIR
Gund Maksood,Badgam,JAMMU & KASHMIR
Gund Wali,Badgam,JAMMU & KASHMIR
Mahnoor,Badgam,JAMMU & KASHMIR
Kralwari,Badgam,JAMMU & KASHMIR
Shoukat Pora (Kari Gund),Badgam,JAMMU & KASHMIR
Barwah,Badgam,JAMMU & KASHMIR
Now Pora,Badgam,JAMMU & KASHMIR
Badi Pora,Badgam,JAMMU & KASHMIR
Muher Pora (Kuchloo),Badgam,JAMMU & KASHMIR
Jawahar Pora (Hafroo Bat Pora),Badgam,JAMMU & KASHMIR
Shew Pora,Badgam,JAMMU & KASHMIR
Chodri Gund,Badgam,JAMMU & KASHMIR
Bani Gund,Badgam,JAMMU & KASHMIR
Chan Gund,Badgam,JAMMU & KASHMIR
Dadom Pora,Badgam,JAMMU & KASHMIR
Nowhar,Badgam,JAMMU & KASHMIR
Sulmat Pora (Brinjan),Badgam,JAMMU & KASHMIR
Loli Pora Hum Pora,Badgam,JAMMU & KASHMIR
Kani Koat,Badgam,JAMMU & KASHMIR
Farhad Pora (Buz Goo),Badgam,JAMMU & KASHMIR
Koti Bal,Badgam,JAMMU & KASHMIR
Sursyar,Badgam,JAMMU & KASHMIR
Brenwar,Badgam,JAMMU & KASHMIR
Bonen,Badgam,JAMMU & KASHMIR
Shereen Pora (Pahadi Pora),Badgam,JAMMU & KASHMIR
Gogji Pathri,Badgam,JAMMU & KASHMIR
Lalpora (Leadun),Badgam,JAMMU & KASHMIR
Shandar Pora (Wat Kulu),Badgam,JAMMU & KASHMIR
Hanji Gund (Chadura),Badgam,JAMMU & KASHMIR
Nagam (CT),Badgam,JAMMU & KASHMIR
Kral Pora (CT),Badgam,JAMMU & KASHMIR
Machwa (Nusratpora) (OG),Badgam,JAMMU & KASHMIR
Shanker Pora (OG),Badgam,JAMMU & KASHMIR
Dharam Bagh (OG),Badgam,JAMMU & KASHMIR
Gopal Pora (OG),Badgam,JAMMU & KASHMIR
Wathora (OG),Badgam,JAMMU & KASHMIR
Charar- E- Shrief,Badgam,JAMMU & KASHMIR
Azad Pora (Check Goindjoo Dhar),Badgam,JAMMU & KASHMIR
Charri Sharif,Badgam,JAMMU & KASHMIR
Mal Pora Dard Pora,Badgam,JAMMU & KASHMIR
Alamdar Pora (Chrawn),Badgam,JAMMU & KASHMIR
Telsur,Badgam,JAMMU & KASHMIR
Chelen Chunt Nar,Badgam,JAMMU & KASHMIR
Darwan Nowgam,Badgam,JAMMU & KASHMIR
Brenpathri,Badgam,JAMMU & KASHMIR
Gund Shamus,Badgam,JAMMU & KASHMIR
Noor Abad (Hardu Dulwan Fatli Pora),Badgam,JAMMU & KASHMIR
Kar Pora,Badgam,JAMMU & KASHMIR
Shankar Pora,Badgam,JAMMU & KASHMIR
Pukher Pora,Badgam,JAMMU & KASHMIR
Mehind Pora,Badgam,JAMMU & KASHMIR
Manz Gam,Badgam,JAMMU & KASHMIR
Charri Pora Khanpora,Badgam,JAMMU & KASHMIR
Forest Block,Badgam,JAMMU & KASHMIR
Leh(Ladakh),Leh(Ladakh),JAMMU & KASHMIR
Leh,Leh(Ladakh),JAMMU & KASHMIR
Likir,Leh(Ladakh),JAMMU & KASHMIR
Ney,Leh(Ladakh),JAMMU & KASHMIR
Umla,Leh(Ladakh),JAMMU & KASHMIR
Bazgoo,Leh(Ladakh),JAMMU & KASHMIR
Nimo,Leh(Ladakh),JAMMU & KASHMIR
Taroo,Leh(Ladakh),JAMMU & KASHMIR
Phey,Leh(Ladakh),JAMMU & KASHMIR
Fiang,Leh(Ladakh),JAMMU & KASHMIR
Saboo,Leh(Ladakh),JAMMU & KASHMIR
Nang,Leh(Ladakh),JAMMU & KASHMIR
Shey,Leh(Ladakh),JAMMU & KASHMIR
Thiksey,Leh(Ladakh),JAMMU & KASHMIR
Rambir Por,Leh(Ladakh),JAMMU & KASHMIR
Rumbak,Leh(Ladakh),JAMMU & KASHMIR
Stok,Leh(Ladakh),JAMMU & KASHMIR
Chuchat Yakma,Leh(Ladakh),JAMMU & KASHMIR
Chiling Sumda,Leh(Ladakh),JAMMU & KASHMIR
Skiumarkha,Leh(Ladakh),JAMMU & KASHMIR
Chuchot Shama,Leh(Ladakh),JAMMU & KASHMIR
Chuchoot Gongma,Leh(Ladakh),JAMMU & KASHMIR
Mathoo,Leh(Ladakh),JAMMU & KASHMIR
Kharoo,Leh(Ladakh),JAMMU & KASHMIR
Langokor,Leh(Ladakh),JAMMU & KASHMIR
Chemrey,Leh(Ladakh),JAMMU & KASHMIR
Sakti,Leh(Ladakh),JAMMU & KASHMIR
Durbok,Leh(Ladakh),JAMMU & KASHMIR
Tagste,Leh(Ladakh),JAMMU & KASHMIR
Shachokol,Leh(Ladakh),JAMMU & KASHMIR
Man Pangong,Leh(Ladakh),JAMMU & KASHMIR
Phuktse,Leh(Ladakh),JAMMU & KASHMIR
Shara,Leh(Ladakh),JAMMU & KASHMIR
Stakna,Leh(Ladakh),JAMMU & KASHMIR
Changa,Leh(Ladakh),JAMMU & KASHMIR
Igoo,Leh(Ladakh),JAMMU & KASHMIR
Sharnose,Leh(Ladakh),JAMMU & KASHMIR
Liktse,Leh(Ladakh),JAMMU & KASHMIR
Tukla,Leh(Ladakh),JAMMU & KASHMIR
Kumgyam,Leh(Ladakh),JAMMU & KASHMIR
Teri,Leh(Ladakh),JAMMU & KASHMIR
Himya,Leh(Ladakh),JAMMU & KASHMIR
Tarchit,Leh(Ladakh),JAMMU & KASHMIR
Meroo,Leh(Ladakh),JAMMU & KASHMIR
Upshi,Leh(Ladakh),JAMMU & KASHMIR
Shang,Leh(Ladakh),JAMMU & KASHMIR
Hamis,Leh(Ladakh),JAMMU & KASHMIR
Matselang,Leh(Ladakh),JAMMU & KASHMIR
Gia,Leh(Ladakh),JAMMU & KASHMIR
Kharnak,Leh(Ladakh),JAMMU & KASHMIR
Kerey,Leh(Ladakh),JAMMU & KASHMIR
Skitmang,Leh(Ladakh),JAMMU & KASHMIR
Samad Rakchan,Leh(Ladakh),JAMMU & KASHMIR
Karzok,Leh(Ladakh),JAMMU & KASHMIR
Chumathang,Leh(Ladakh),JAMMU & KASHMIR
Nyoma,Leh(Ladakh),JAMMU & KASHMIR
Mood,Leh(Ladakh),JAMMU & KASHMIR
Anlay,Leh(Ladakh),JAMMU & KASHMIR
Koyul,Leh(Ladakh),JAMMU & KASHMIR
Manser,Leh(Ladakh),JAMMU & KASHMIR
Demjok,Leh(Ladakh),JAMMU & KASHMIR
Kargyam,Leh(Ladakh),JAMMU & KASHMIR
Chushul,Leh(Ladakh),JAMMU & KASHMIR
Spituk (CT),Leh(Ladakh),JAMMU & KASHMIR
Chuglamsar (CT),Leh(Ladakh),JAMMU & KASHMIR
Nubra,Leh(Ladakh),JAMMU & KASHMIR
Thanga Chathang,Leh(Ladakh),JAMMU & KASHMIR
Taksi,Leh(Ladakh),JAMMU & KASHMIR
Turtok,Leh(Ladakh),JAMMU & KASHMIR
Chulungkha,Leh(Ladakh),JAMMU & KASHMIR
Bogdang,Leh(Ladakh),JAMMU & KASHMIR
Warisfistan,Leh(Ladakh),JAMMU & KASHMIR
Khemi,Leh(Ladakh),JAMMU & KASHMIR
Panamic,Leh(Ladakh),JAMMU & KASHMIR
Kubed,Leh(Ladakh),JAMMU & KASHMIR
Hundri,Leh(Ladakh),JAMMU & KASHMIR
Udmaru,Leh(Ladakh),JAMMU & KASHMIR
Terchey,Leh(Ladakh),JAMMU & KASHMIR
Skuru,Leh(Ladakh),JAMMU & KASHMIR
Largiab,Leh(Ladakh),JAMMU & KASHMIR
Skanpuk,Leh(Ladakh),JAMMU & KASHMIR
Partap Pore,Leh(Ladakh),JAMMU & KASHMIR
Hundar Dok,Leh(Ladakh),JAMMU & KASHMIR
Hundar,Leh(Ladakh),JAMMU & KASHMIR
Diskit,Leh(Ladakh),JAMMU & KASHMIR
Chamshan Charasa,Leh(Ladakh),JAMMU & KASHMIR
Tiggar,Leh(Ladakh),JAMMU & KASHMIR
Sumoor,Leh(Ladakh),JAMMU & KASHMIR
Lakjung,Leh(Ladakh),JAMMU & KASHMIR
Khalsar,Leh(Ladakh),JAMMU & KASHMIR
Khardong,Leh(Ladakh),JAMMU & KASHMIR
Digger,Leh(Ladakh),JAMMU & KASHMIR
Khemakhungiu,Leh(Ladakh),JAMMU & KASHMIR
Tangyar,Leh(Ladakh),JAMMU & KASHMIR
Khalsi,Leh(Ladakh),JAMMU & KASHMIR
Dah,Leh(Ladakh),JAMMU & KASHMIR
Hanoo,Leh(Ladakh),JAMMU & KASHMIR
Temisgam,Leh(Ladakh),JAMMU & KASHMIR
Tia,Leh(Ladakh),JAMMU & KASHMIR
Skur Buchan,Leh(Ladakh),JAMMU & KASHMIR
Damkhar,Leh(Ladakh),JAMMU & KASHMIR
Leido,Leh(Ladakh),JAMMU & KASHMIR
Takmachik,Leh(Ladakh),JAMMU & KASHMIR
Skinlingyong,Leh(Ladakh),JAMMU & KASHMIR
Khaltse,Leh(Ladakh),JAMMU & KASHMIR
Saspochey,Leh(Ladakh),JAMMU & KASHMIR
Hemishok Pachan,Leh(Ladakh),JAMMU & KASHMIR
Nurla,Leh(Ladakh),JAMMU & KASHMIR
Suspol,Leh(Ladakh),JAMMU & KASHMIR
Alchi,Leh(Ladakh),JAMMU & KASHMIR
Wanla,Leh(Ladakh),JAMMU & KASHMIR
Giramangu,Leh(Ladakh),JAMMU & KASHMIR
Tarhipti,Leh(Ladakh),JAMMU & KASHMIR
Lamayouro,Leh(Ladakh),JAMMU & KASHMIR
Kanji,Leh(Ladakh),JAMMU & KASHMIR
Lingshet,Leh(Ladakh),JAMMU & KASHMIR
Fotoksar,Leh(Ladakh),JAMMU & KASHMIR
Youl Chung,Leh(Ladakh),JAMMU & KASHMIR
Kargil,Kargil,JAMMU & KASHMIR
Kargil,Kargil,JAMMU & KASHMIR
Chulichan,Kargil,JAMMU & KASHMIR
Silmo,Kargil,JAMMU & KASHMIR
Derchiks,Kargil,JAMMU & KASHMIR
Garkon,Kargil,JAMMU & KASHMIR
Lalung,Kargil,JAMMU & KASHMIR
Apati,Kargil,JAMMU & KASHMIR
Yourbaltak,Kargil,JAMMU & KASHMIR
Akchamal,Kargil,JAMMU & KASHMIR
Barchey,Kargil,JAMMU & KASHMIR
Toumel,Kargil,JAMMU & KASHMIR
Poyan ,Kargil,JAMMU & KASHMIR
Shilikchey,Kargil,JAMMU & KASHMIR
Hardas,Kargil,JAMMU & KASHMIR
Phultuks,Kargil,JAMMU & KASHMIR
Karkit,Kargil,JAMMU & KASHMIR
Kaksar,Kargil,JAMMU & KASHMIR
Kharbu,Kargil,JAMMU & KASHMIR
Chuliskambo,Kargil,JAMMU & KASHMIR
Push Kum,Kargil,JAMMU & KASHMIR
Kukste,Kargil,JAMMU & KASHMIR
Karit,Kargil,JAMMU & KASHMIR
Lamsusando,Kargil,JAMMU & KASHMIR
Yogmakharbu,Kargil,JAMMU & KASHMIR
Sanjak,Kargil,JAMMU & KASHMIR
Chiktan,Kargil,JAMMU & KASHMIR
Hagnis,Kargil,JAMMU & KASHMIR
Shakar,Kargil,JAMMU & KASHMIR
Tacha,Kargil,JAMMU & KASHMIR
Lochum,Kargil,JAMMU & KASHMIR
Darkiat,Kargil,JAMMU & KASHMIR
Nunamchey,Kargil,JAMMU & KASHMIR
Skambo,Kargil,JAMMU & KASHMIR
Choskar,Kargil,JAMMU & KASHMIR
Minji,Kargil,JAMMU & KASHMIR
Shimsha,Kargil,JAMMU & KASHMIR
Thasgam,Kargil,JAMMU & KASHMIR
Chokial,Kargil,JAMMU & KASHMIR
Thrangos,Kargil,JAMMU & KASHMIR
Biambiat,Kargil,JAMMU & KASHMIR
Gindial,Kargil,JAMMU & KASHMIR
Murad Bagh,Kargil,JAMMU & KASHMIR
Goshan,Kargil,JAMMU & KASHMIR
Holiyal,Kargil,JAMMU & KASHMIR
Rambirpur (Drass),Kargil,JAMMU & KASHMIR
Mushku,Kargil,JAMMU & KASHMIR
Batokul,Kargil,JAMMU & KASHMIR
Pandras,Kargil,JAMMU & KASHMIR
Matayan,Kargil,JAMMU & KASHMIR
Tronjen (Trankuchan),Kargil,JAMMU & KASHMIR
Yalboo,Kargil,JAMMU & KASHMIR
Haripora,Kargil,JAMMU & KASHMIR
Jusgund,Kargil,JAMMU & KASHMIR
Batambis,Kargil,JAMMU & KASHMIR
Phoo,Kargil,JAMMU & KASHMIR
Tingdo,Kargil,JAMMU & KASHMIR
Khachey,Kargil,JAMMU & KASHMIR
Karamba,Kargil,JAMMU & KASHMIR
Shargol,Kargil,JAMMU & KASHMIR
Malbekh,Kargil,JAMMU & KASHMIR
Wakhade,Kargil,JAMMU & KASHMIR
Kuksho,Kargil,JAMMU & KASHMIR
Samrah,Kargil,JAMMU & KASHMIR
Staktse,Kargil,JAMMU & KASHMIR
Bodhkharbu,Kargil,JAMMU & KASHMIR
Heniskot ,Kargil,JAMMU & KASHMIR
Safi,Kargil,JAMMU & KASHMIR
Sanku,Kargil,JAMMU & KASHMIR
Tres Pone,Kargil,JAMMU & KASHMIR
