news_id,article_id,article_title,date_prediction,event,event_type
87,16,DM’s Statement Evokes Hope for Forward Movement on Kashmir,[],"But if adopt does, adopt would certainly make a redeeming difference to the situation in Kashmir.",take
88,17,Horrendous remarks on 1931 martyrs condemnable: NC,"[('2019-07-19', 'Friday'), ('2019-07-19', 'Friday')]","‘Sacrifice of martyrs will continue to be a beacon of struggle of dignity’ Jammu and Kashmir National Conference (NC) on Friday rejected the remarks on the 1931 martyrs by some quarters as horrendous and obnoxious—saying Friday marked the open revolt against a despotic, pitiless and tyrant autocratic government.",struggle
89,18,Alcoholism and drug abuse: A dangerous combination,[],"Alcoholism and drug addiction being forbidden by divine laws, Alcoholism and drug addiction's procurement gives rise to a number of crimes Alcoholism and drug addiction may be conceptualized as a crime without victim, i.e., addict addict himself is the victim who becomes a prey of Alcoholism and drug addiction's misuse.",crime
90,18,Alcoholism and drug abuse: A dangerous combination,[],"This devastating melody is eroding the roosts of social, economic and cultural fabric of a Society.",crime
91,18,Alcoholism and drug abuse: A dangerous combination,[],This devastating melody gives rise to criminality and criminal behavior which eventually leads to social disorganization.,crime
92,18,Alcoholism and drug abuse: A dangerous combination,[],Alcoholism and drug related offences being victimless crime; Alcoholism and drug related offences fall in the category of public order crimes.,crime
93,18,Alcoholism and drug abuse: A dangerous combination,[],"Alcoholism and drug habituations have been prevalent in most societies over the ages because of Alcoholism and drug habituations's allegedly pleasurable and relaxing effects or as a means of relieving physical tensions, fatigue and as a stimulant to withstand adversities.",crime
94,18,Alcoholism and drug abuse: A dangerous combination,[],"Experience has shown that various preventive and punitive measures such as fine, imprisonment or detention for drunkenness and other disorderly behaviors have failed in eliminating Alcoholism and drug habituations.",crime
95,19,"China, India should not allow any individual case to disrupt bilateral ties: Envoy",[],"Beijing: As Chinese President Xi Jinping is set to visit India later this year for Chinese President Xi Jinping's second informal summit with Prime Minister Narendra Modi, China has said the two neighbours should not allow any &#8220;individual case at certain time&#8221; to disrupt the bilateral relations and take more initiatives to move forward the bilateral ties in [&#8230;]",take
96,20,Atal Duloo reviews status of developmental projects of Anantnag,"[('2019-07-20', 'Saturday')]","ANANTNAG: Financial Commissioner Health &#38; Medical Education Department J&#38;K, Atal Duloo, who is also the In-charge Secretary district Anantnag, on Saturday chaired a meeting of the officers and engineers of ANANTNAG here in Dak Bungalow, Khannabal and took a detailed review of the developmental works, mega and languishing projects under execution in ANANTNAG.",execution
97,20,Atal Duloo reviews status of developmental projects of Anantnag,[],"Atal Duloo, who is also the In-charge Secretary district Anantnag [&#8230;]",execution
98,21,PDP holds day-long convention at Khanyar,"[('2019-07-19', 'Friday')]","Senior party leaders, functionaries pledge to take party’s mission forward A day-long workers convention of Khanyar assembly segment was held on Friday by party’s with senior party leaders and functionaries attending A day-long workers convention of Khanyar assembly segment.",take
99,22,US to press Imran to facilitate peace talks with Taliban: White House,"[('2019-07-19', 'Friday')]","Washington: The United States would press Pakistan Prime Minister Imran Khan, who is slated to meet President Donald Trump next week to facilitate peace talks with the Taliban for an intra-Afghan dialogue, the White House said Friday.",press
100,22,US to press Imran to facilitate peace talks with Taliban: White House,"[('2019-07-15', 'Monday')]","Pakistan Prime Minister Imran Khan, who is slated to meet President Donald Trump next week to facilitate peace talks with the Taliban for an intra-Afghan dialogue is scheduled to meet President Donald Trump at President Donald Trump's Oval Office on Monday, the first by [&#8230;]",press
101,23,Pak Prime Minister Imran Khan Leaves For Visit To US,"[('2019-07-20', 'Saturday')]","ISLAMABAD — Prime Minister Imran Khan on Saturday left for Prime Minister Imran Khan's maiden trip to the US to have face-to-face talks with President Donald Trump and ""refresh"" bilateral relations that were hit after he publicly criticised ISLAMABAD —, cancelled military aid and asked ISLAMABAD — to do more to fight terrorism.his maiden trip to the US comes at a time when talks between the US and Afghan Taliban are thought to have entered a decisive phase.Relations between Pakistan and the US have remained tense during President Donald Trump's tenure.",hit
102,23,Pak Prime Minister Imran Khan Leaves For Visit To US,"[('2019-07-15', 'Monday'), ('2019-07-23', 'July 23')]","President Donald Trump has publicaly said that Pakistan has given the US ""nothing but lies and deceit"" and also suspended security and other assistance for backing terror groups.Prime Minister Imran Khanthe US President Donald Trump, will be accompanied by army chief Gen. Qamar Javed Bajwa and ISI chief Lt. Gen. Faiz Hameed.Prime Minister Imran Khan would visit the White House on Monday for detailed talks with President Donald Trump and would also meet House Speaker Nancy Pelosi before returning on July 23.Diplomatic sources said that issues like the Afghan peace process, Pakistan's action against terrorism and terror financing and restoration of military aid to Pakistan would be the highlights of his maiden trip to the US.Pakistan Foreign Minister Shah Mahmood Qureshi is already in Washington to give final touches to the agenda points of his maiden trip to the US.Foreign Office Spokesperson Muhammad Faisal earlier this month said that the ""agenda of his maiden trip to the US is being developed through diplomatic channels"" but the focus will be to ""refreshing bilateral relations.""",hit
103,23,Pak Prime Minister Imran Khan Leaves For Visit To US,"[('2019-07-20', 'Saturday evening')]",Prime Minister Imran Khan would fly by a commercial flight and would land in Washington on Saturday evening.,hit
104,23,Pak Prime Minister Imran Khan Leaves For Visit To US,[],"Prime Minister Imran Khan would stay at the residence of Pakistan's ambassador to reduce cost of expensive hotels during his maiden trip to the US.During his maiden trip to the US, Prime Minister Imran Khan would meet Pakistan diaspora, heads of IMF and World Bank, investors, media people, editors and also deliver a talk at the US Institute of Peace.Efforts for arranging his maiden trip to the US President Donald Trump have been going on for months.However, The Express Tribune reported that Saudi Crown Prince Mohammed bin Salman played a key role in arranging his maiden trip to the US.According to officials with direct knowledge of Efforts for arranging the Imran-Trump meeting, Saudi Crown Prince Mohammed bin Salman used Saudi Crown Prince Mohammed bin Salman's personal contacts with President Donald Trump's son-in-law Jared Kushner to arrange the invitation for the prime minister to the White House, The Express Tribune reported.Efforts to arrange the prime minister's trip to the US began in December last year after President Donald Trump wrote a letter to Prime Minister Imran Khan, seeking Prime Minister Imran Khan's help in facilitating the Afghan peace process.An official, who is familiar with the development, told The Express Tribune that the prime minister was keen to have a face-to-face interaction with President Donald Trump because the prime minister was of the view that such a meeting would help dispel many misperception President Donald Trump may have about Pakistan and Pakistan's role in the region .In March, President Donald Trump indicated President Donald Trump's readiness to meet Pakistan's new leadership, amidst the ongoing peace talks between the US and Afghan Taliban facilitated by ISLAMABAD — to end the brutal war in Afghanistan.",hit
105,23,Pak Prime Minister Imran Khan Leaves For Visit To US,[],"""Pakistan - we'll be meeting with Pakistan.",hit
106,23,Pak Prime Minister Imran Khan Leaves For Visit To US,[],"President Donald Trump think we's relationship right now is very good with Pakistan,"" President Donald Trump said at the end of a the White House media interaction when a journalist asked President Donald Trump to comment on the current situation between India and Pakistan.US envoy Zalmay Khalilzad is spearheading efforts to strike a peace deal with Afghan Taliban with the help of Pakistan.US envoy Zalmay KhalilzadAfghanistan , said that Pakistan has an important role to play in Afghan peace talks and cannot be under estimated.The representatives of Afghan Taliban, the US as well as officials from Pakistan and Saudi Arabia have been meeting in Doha, Qatar.",hit
107,23,Pak Prime Minister Imran Khan Leaves For Visit To US,[],"meeting were facilitated by ISLAMABAD — as the US continues to seek an end to the nearly 18-year war in Afghanistan that has killed over 2,000 US soldiers.",hit
108,24,Man Injured In Cross-Border Firing In Poonch,"[('2019-07-20', 'Saturday')]","JAMMU — A man was injured during cross-border firing along the Line of Control (LoC) in Poonch district of JAMMU and Kashmir on Saturday, officials said.",panic
