article_id,article_date,event,stanford_location,allen_location,stanford_date,heidal_date,best_location,best_date
674,2019-07-23T19:10:58.000Z,NIA raids seven cross LoC trade connected places in Kashmir.,['Kashmir'],,,[],,
674,2019-07-23T19:10:58.000Z,"Pulwama, July 23: NIA on Tuesday carried a raid at Achgoza village of South Kashmir's Pulwama district on a prominent businessman's house dealing with the cross LoC trade.","['Achgoza', 'South Kashmir']",,2019-07-23,"[('2019-07-23', 'July 23'), ('2019-07-23', 'Tuesday')]",,
676,2019-07-23T19:12:56.000Z,Hurriyat welcomes Trump's offer to mediate on Kashmir.,['Kashmir'],,,[],,
676,2019-07-23T19:12:56.000Z,Srinagar: The faction of Hurriyat Conference led by Mirwaiz Umar Farooq Tuesday welcomed Trump's offer to mediate on KashmirKashmir .,,,2019-07-23,"[('2019-07-23', 'Tuesday')]",,
699,2019-07-23T19:42:26.000Z,Govt to ink MoU with UNDP for robust vaccine coverage across JK,,['JK'],,[],,
730,2019-07-23T20:13:12.000Z,National Conference has strongly condemned the recent statement of the Governor of Jammu and Kashmir Satya Pal Malik.,,['Jammu and Kashmir'],,[],,
731,2019-07-23T20:17:37.000Z,"A book showcasing the history and achievements of the Fire and Fury Corps which guards the Line of Control (LoC) and Line of Actual Control (LAC) in Ladakh region of Jammu and Kashmir, was released on Tuesday.","['Kashmir', 'Ladakh']","['Ladakh', 'Jammu and Kashmir']",2019-07-23,"[('2019-07-23', 'Tuesday')]",,
733,2019-07-23T20:19:00.000Z,The government is indecisive about extending summer vacations of schools in Kashmir region and winter division of Jammu Zone.,"['Kashmir', 'Zone']",['Jammu Zone'],2019-07-23,[],,
734,2019-07-23T20:22:36.000Z,The employees working under centrally funded National Health Mission (NHM) in J&K have decried delay in release of salary for last several months and urged Governor Satya Pal Malik to mitigate The employees working under centrally funded National Health Mission (NHM) in J&K's suffering.,,,2019-07-23,[],,
737,2019-07-23T20:26:10.000Z,"The BSF has directed The BSF's battalion commanders to spend at least 25 nights in a month at a forward post along the India-Pakistan International Border (IB) in Jammu as part of The BSF's renewed efforts to fortify the ‘anti-infiltration’ grid in this region, official sources said Tuesday.",,['Jammu'],2019-07-23,"[('2019-07-23', 'Tuesday')]",,
738,2019-07-23T20:26:46.000Z,"The Congress-JD(S) coalition government in Karnataka headed by Chief Minister H D Kumaraswamy collapsed on Monday night capping a 14-month long turbulent tenure, losing a vote of confidence in the Assembly, setting the stage for the BJP’s return to power in the southern state.",['Karnataka'],['Karnataka'],2019-07-23,"[('2019-07-22', 'Monday night')]",,
739,2019-07-23T20:30:18.000Z,People’s Political Party (PPP) Chairman and senior leader All Parties Hurriyat Conference (APHC) Engineer Hilal Ahmad War Tuesday welcomed the statement of US President Donald Trump offering US President Donald Trump's mediation on Kashmir issue between India and Pakistan.,['Kashmir'],"['India', 'Pakistan', 'US']",2019-07-23,"[('2019-07-23', 'Tuesday')]",,
740,2019-07-23T20:30:40.000Z,"District Magistrate (DM) Kishtwar, Angrez Singh Rana on Tuesday imposed restrictions under section 144CrPc on participation in any political activity during Friday prayers in the town.",,,2019-07-23,"[('2019-07-23', 'Tuesday'), ('2019-07-19', 'Friday')]",,
741,2019-07-23T20:33:39.000Z,"The doctors and other paramedical staff posted at District Hospital Ramban have been facing shortage of accommodation facilities, a major reason for The doctors and other paramedical staff posted at District Hospital Ramban's non-retention in the hospitals of the town.",['District Hospital'],,,[],,
748,2019-07-24T00:14:00.000Z,High Court Tuesday asked the State government to inform the court about measures taken in view of eye blindness caused by pellet guns in Kashmir.,['Kashmir'],,2019-07-24,"[('2019-07-23', 'Tuesday')]",,
748,2019-07-24T00:14:00.000Z,the court also sought the report about eye blindness caused by pellet guns in Kashmir.,['Kashmir'],,,[],,
749,2019-07-24T00:15:00.000Z,"‘Pak will give up nukes if India did so’ Buoyed by US President Donald Trump's offer of mediation on Kashmir, Pakistan Prime Minister Imran Khan on Tuesday said that the contentious issue between the two South Asian neighbours can never be resolved bilaterally.",['Kashmir'],"['Pak', 'India', 'Pakistan', 'US']",2019-07-24,"[('2019-07-23', 'Tuesday')]",,
753,2019-07-24T01:30:00.000Z,"Pitches for early redressal of peoples’ problems Advisor to Governor, K Vijay Kumar on Tuesday called for beautification of Jammu city and Jammu city's peripheries by landscaping, plantation of flowers and ornamental trees around main bridges, rotaries and Flyovers.",['city'],"[""Jammu city 's"", 'Jammu city']",2019-07-24,"[('2019-07-23', 'Tuesday')]",,
759,2019-07-24T01:30:00.000Z,"As high temperature continues in Kashmir and parents demanding extension in summer vacations in schools, the government is undecided.",['Kashmir'],,2019-07-24,[],,
759,2019-07-24T01:30:00.000Z,"“As of now the government have not decided anything about extending summer vacations in schools,” Advisor to Governor Farooq Khan said on Tuesday.",,,2019-07-24,"[('2019-07-23', 'Tuesday')]",,
760,2019-07-24T01:30:00.000Z,"PHE official says the area has location disadvantage In absence of piped water, the women of three adjacent villages in Kokernag area of southern Kashmir’s Anantnag district have to trek two kilometers downhill to fetch water.","['Kashmir', 'Kokernag']",['Kokernag'],,[],,
765,2019-07-24T01:30:00.000Z,"District Anantnag Power Lifting Championship concluded successfully on 20 July 2019 at Skyline Fitness Club Verinag, Anantnag.",,['Anantnag'],2019-07-20,"[('2019-07-20', '20 July 2019')]",,
765,2019-07-24T01:30:00.000Z,"District Anantnag Power Lifting Championship was organised by Kashmir Power Lifting Association (KPA) and sponsored by Skyline Fitness Club Verinag, Anantnag.",,['Anantnag'],,[],,
773,2019-07-24T01:30:00.000Z,"Absence of public transport, dilapidated road irk 800 families since 2009 RTO Kashmir assures action, says won’t let residents suffer anymore",['Kashmir'],,2009-01-01,[],,
781,2019-07-24T01:30:00.000Z,"On the 23rd day of the ongoing Amarnath yatra, 8,659 pilgrims paid obeisance at the cave shrine in south Kashmir Himalayas.",['Kashmir Himalayas'],,2019-07-24,[],,
781,2019-07-24T01:30:00.000Z,"Till date 2,94,040 yatris had the darshan at the cave shrine in south Kashmir Himalayas, an official spokesman said.",['Kashmir Himalayas'],,,[],,
783,2019-07-24T01:30:00.000Z,Police Tuesday claimed that Police has arrested three militant aspirants and recovered some ammunition from three militant aspirants's possession in Srinagar city.,,,2019-07-24,"[('2019-07-23', 'Tuesday')]",,
783,2019-07-24T01:30:00.000Z,"A police spokesman identified three militant aspirants as Asif Iqbal Dar, Shahid Hassan Dar residents of Soura and Rasheed Lateef Mir resident of Barzulla.","['Soura', 'Barzulla']","['Soura', 'Barzulla']",,[],,
784,2019-07-24T01:30:00.000Z,"‘We welcome India, Pakistan sitting down' We Tuesday said Kashmir was a ""bilateral"" issue between India, PakistanPakistan, and the US ""welcomes"" India, Pakistan ""sitting down"" for talks.",['Kashmir'],"['PakistanPakistan', 'India', 'Pakistan', 'US']",2019-07-24,"[('2019-07-23', 'Tuesday')]",,
785,2019-07-24T01:30:00.000Z,"‘No mediation request made by PM Modi’ Amid a massive controversy over US President Donald Trump's claim on Kashmir mediation, India Tuesday said PM Modi never made any such request to US President Donald Trump's and reiterated that Kashmir is a",['Kashmir'],"['India', 'US']",2019-07-24,"[('2019-07-23', 'Tuesday')]",,
794,2019-07-24T04:59:06.000Z,Also Read | Pahalgam: Girl accuses neighbour of raping Girl,,['Pahalgam'],,[],,
812,2019-07-24T06:44:52.000Z,"The hearing in a high treason case against Gen (retd) Pervez Musharraf has been adjourned for a month by a special court after the government failed to appoint a defence counsel to represent Gen (retd) Pervez Musharraf, according to a media report on Wednesday.",,,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
813,2019-07-24T06:53:49.000Z,"A celestial object, weighing more than 10 kg and having magnetic properties, landed in a village of this north Bihar district a couple of days ago, a senior official said on Wednesday.",,['Bihar'],2019-07-24,"[('2019-07-24', 'Wednesday')]",,
815,2019-07-24T07:05:20.000Z,"Over 2,700 pilgrims leave Jammu for Amarnath cave shrine.",,['Jammu'],,[],,
815,2019-07-24T07:05:20.000Z,"Jammu: Over 2,700 pilgrims Amarnath cave shrine on Wednesday left Bhagwati Nagar base camp here to undertake the annual pilgrimage in south Kashmir Himalayas, officials said.",['Kashmir Himalayas'],,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
819,2019-07-24T07:24:27.000Z,Police in Sopore have arrested three timber smugglers and seized illicit timber from three timber smugglers's possession.,['Sopore'],['Sopore'],,[],,
821,2019-07-24T07:39:48.000Z,"The 23rd batch of 2,723 Amarnath pilgrims on Wednesday left Bhagwati Nagar base camp here to undertake the annual pilgrimage in south Kashmir Himalayas, officials said.",['Kashmir Himalayas'],['Amarnath'],2019-07-24,"[('2019-07-24', 'Wednesday')]",,
823,2019-07-24T07:51:26.000Z,The body of a drowned youth was fished out from a dam in Uri area of north Kashmir’s Baramulla district on Wednesday.,"['Baramulla', 'Kashmir']",['Baramulla'],2019-07-24,"[('2019-07-24', 'Wednesday')]",,
827,2019-07-24T07:59:45.000Z,4 Amarnath pilgrims die; toll in this year's yatra reaches 30.,,['Amarnath'],2019-07-24,[],,
827,2019-07-24T07:59:45.000Z,"Srinagar: 4 Amarnath pilgrims Amarnath have died over the past 24 hours en route the holy cave shrine in south Kashmir Himalayas, taking the death in this year's yatra to 30, officials said on Wednesday.",['Kashmir Himalayas'],,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
830,2019-07-24T08:07:44.000Z,Veteran Congress leader Dr. Karan Singh on Wednesday questioned the working committee for not coming up with a new leadership structure seven weeks after the resignation of Rahul Gandhi as the party president.,,,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
835,2019-07-24T08:27:02.000Z,Former minister in the BJP-PDP Coalition government and Peoples Conference chairman Sajad Lone on Wednesday said that any intention of adventurism and experimentation with Kashmir’s basic ideological fundamentals can be disastrous.,['Kashmir'],,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
837,2019-07-24T08:30:46.000Z,"Four Amarnath pilgrims have died over the past 24 hours en route the holy cave shrine in south Kashmir Himalayas, taking the death in this year’s pilgrimage to 30, officials said on Wednesday.",['Kashmir Himalayas'],['Amarnath'],2019-07-24,"[('2019-07-24', 'Wednesday')]",,
838,2019-07-24T08:40:07.000Z,"The Congress on Wednesday walked out of the Lok Sabha, demanding that Prime Minister Narendra Modi make a statement on US President Donald Trump’s claim on Kashmir mediation.","['Lok', 'Kashmir']",['US'],2019-07-24,"[('2019-07-24', 'Wednesday')]",,
839,2019-07-24T08:45:45.000Z,Body of Drangbal youth fished out from Salambad Uri dam.,['Salambad'],['Salambad Uri'],,[],,
839,2019-07-24T08:45:45.000Z,Baramulla: Body of a youth who had drowned in River Jehlum last Sunday was fished out from Uri II power dam project on Wednesday.,"['Baramulla', 'Jehlum']",['Baramulla'],2019-07-24,"[('2019-07-21', 'last Sunday'), ('2019-07-24', 'Wednesday')]",,
840,2019-07-24T08:52:59.000Z,Crime Branch Jammu on Wednesday said it has recovered a minor girl and also arrested the Bihar resident accused of abducting a minor girl.,,"['Jammu', 'Bihar']",2019-07-24,"[('2019-07-24', 'Wednesday')]",,
842,2019-07-24T09:06:11.000Z,"There was no discussion on Kashmir in the meeting between US President Donald Trump and Prime Minister Narendra Modi in Japan recently and there is no question of any mediation on the issue, Defence Minister Rajnath Singh said in Lok Sabha on Wednesday.","['Lok', 'Kashmir']","['Japan', 'Lok Sabha', 'US']",2019-07-24,"[('2019-07-24', 'Wednesday')]",,
845,2019-07-24T09:35:00.000Z,"A fresh batch of 2723 yatris on Wednesday left for Amarnath cave in South of Himalayas from Yatri Niwas, Bhagwati Nagar base camp here.",['Himalayas'],,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
846,2019-07-24T09:56:52.000Z,"Recruitment of local youth into militant groups in Jammu and Kashmir is down by 40 per cent, while infiltration from across the border has been reduced by 43 per cent, Union Minister of State for Home G Kishan Reddy said on Wednesday.",['Kashmir'],['Jammu and Kashmir'],2019-07-24,"[('2019-07-24', 'Wednesday')]",,
851,2019-07-24T10:36:52.000Z,"Kashmir Images is an English language daily newspaper published from Srinagar (J&K), India.",['Kashmir'],"['J&K', 'India', 'Srinagar']",,[],,
851,2019-07-24T10:36:52.000Z,Kashmir Images is one of the largest circulated English dailies of Kashmir and Kashmir Images's hard copies reach every nook and corner of Kashmir Valley besides Jammu and Ladakh region.,"['Ladakh', 'Kashmir', 'Kashmir Images']",,,[],,
857,2019-07-24T11:35:00.000Z,Body of a girl was retrieved from river Jhelum in Dachi village of Uri in north Kashmir’s Baranulla district on Wednesday.,"['Baranulla', 'Kashmir', 'Dachi']","['Baranulla', 'Uri', 'Dachi']",2019-07-24,"[('2019-07-24', 'Wednesday')]",,
859,2019-07-24T12:02:42.000Z,Jaipur High Court has acquitted three resident of Srinagar booked in Lajpat Nagar and Samleti bomb blast cases which took place in 1996.,"['Samleti', 'Lajpat']","['Lajpat Nagar', 'Srinagar', 'Jaipur']",1996-01-01,[],,
874,2019-07-24T14:25:00.000Z,Authorities on Wednesday retrieved body of an 18-year-old youth from river Jehlum in Uri of north-Kashmir's Baramulla district.,"['Baramulla', 'of north - Kashmir', 'Jehlum']",,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
874,2019-07-24T14:25:00.000Z,Reports said that body of an 18-year-old youth an 18-year-old youth was fished out from a dam at Uri power project four days after an 18-year-old youth's drowning.,,['Uri'],,[],,
875,2019-07-24T14:26:00.000Z,"Eight people have been killed in vigilante lynchings in Bangladesh sparked by rumours on social media of children being kidnapped and sacrificed as offerings for the construction of a mega-bridge, police said Wednesday.",,['Bangladesh'],2019-07-24,"[('2019-07-24', 'Wednesday')]",,
876,2019-07-24T14:56:00.000Z,Pakistan Prime Minister Imran Khan on Tuesday asserted that Pakistan had the backing of army in disarming all militant groups in Pakistan.,,,2019-07-24,"[('2019-07-23', 'Tuesday')]",,
879,2019-07-24T15:33:00.000Z,"The Centre has ""zero tolerance"" towards incidents of communal violence and such incidents have shown a declining trend across the country, Minister of State for Home Affairs G Kishan Reddy said on Wednesday.",,,2019-07-24,"[('2019-07-24', 'Wednesday')]",,
881,2019-07-24T16:07:00.000Z,The government Wednesday said The government wants normal neighbourly relations with Pakistan and was committed to addressing all outstanding issues bilaterally as The government asserted that the onus is on Islamabad for creating a terror-free environment for a meaningful dialogue.,,"['Islamabad', 'Pakistan']",2019-07-24,"[('2019-07-24', 'Wednesday')]",,
908,2019-07-24T18:37:12.000Z,Multimedia laser show project approved for Nageen Lake.,['Nageen Lake'],,,[],,
908,2019-07-24T18:37:12.000Z,"SRINAGAR, JULY 24: Multimedia laser show project Nageen Lake was approved JULY 24 in a meeting held at New Delhi under the Chairmanship of Union Secretary Tourism Yogendra Tripathi.",['Nageen Lake'],,2019-07-24,[],,
909,2019-07-24T18:37:19.000Z,"Kashmir Images is an English language daily newspaper published from Srinagar (J&K), India.",['Kashmir'],"['J&K', 'India', 'Srinagar']",,[],,
909,2019-07-24T18:37:19.000Z,Kashmir Images is one of the largest circulated English dailies of Kashmir and Kashmir Images's hard copies reach every nook and corner of Kashmir Valley besides Jammu and Ladakh region.,"['Ladakh', 'Kashmir', 'Kashmir Images']",,,[],,
911,2019-07-24T18:38:01.000Z,"SRINAGAR, JULY 24: MD AMUL, accompanied by the Board Directors of the Jammu and Kashmir Milk Producers’ Cooperative Limited (JKMPCL), met Governor at the Raj Bhavan here JULY 24.",,,2019-07-24,[],,
